ANTH 28400,!NONE
ANTH 28420,!NONE
ANTH 28510,!NONE
ANTH 28600,!NONE
ANTH 28702,!NONE
ANTH 29105,!NONE
ANTH 29500,Consent of instructor
ANTH 29700,Consent of instructor and Director of Undergraduate Studies
ANTH 29900,Consent of instructor and Director of Undergraduate Studies
ANTH 29910,Consent of instructor and Director of Undergraduate Studies
ARTH 10100,!NONE
ARTH 14107,"Students must attend first class to confirm enrollment. This course meets the general education requirement in the dramatic, musical, and visual arts."
ARTH 14115,"Students must attend first class to confirm enrollment. This course meets the general education requirement in the dramatic, musical, and visual arts."
ARTH 14215,"Students must attend first class to confirm enrollment. This course meets the general education requirement in the dramatic, musical, and visual arts."
ARTH 14505,!NONE
ARTH 14700,"Students must attend first class to confirm enrollment. This course meets the general education requirement in the dramatic, musical, and visual arts."
ARTH 15600,"Students must attend first class to confirm enrollment. This course meets the general education requirement in the dramatic, musical, and visual arts."
ARTH 16100,!NONE
ARTH 16211,"tudents must attend first class to confirm enrollment. This course meets the general education requirement in the dramatic, musical, and visual arts."
ARTH 16460,!NONE
ARTH 16800,!NONE
ARTH 16809,!NONE
ARTH 17015,"Students must attend first class to confirm enrollment. This course meets the general education requirement in the dramatic, musical, and visual arts."
ARTH 17400,!NONE
ARTH 17410,!NONE
ARTH 17612,!NONE
ARTH 17700,!NONE
ARTH 17735,!NONE
ARTH 18000,!NONE
ARTH 18202,!NONE
ARTH 21202,!NONE
ARTH 21205,!NONE
ARTH 21415,!NONE
ARTH 22550,!NONE
ARTH 22808,!NONE
ARTH 23113,!NONE
ARTH 23400,!NONE
ARTH 23603,!NONE
ARTH 24812,!NONE
ARTH 26201,"Prior coursework and/or experience with a camera-based practice (photography, film, video, 3D modelling) is required. Admission to this course is by application and with consent of the instructors. Please contact Sophia Rhee sophiar@uchicago.edu to apply for consent."
ARTH 26301,!NONE
ARTH 26400,!NONE
ARTH 26707,!NONE
ARTH 26803,Prior course in art history or permission of the instructor.
ARTH 27215,!NONE
ARTH 27304,!NONE
ARTH 27808,!NONE
ARTH 28204,!NONE
ARTH 29600,!NONE
ARTH 29700,Consent of Instructor and Director of Undergraduate Studies
ARTH 29704,!NONE
ARTH 29800,!NONE
ARTH 29900,Consent of instructor and Undergraduate Program Chair
ASTR 18100,"Any two-course 10000-level general education sequence in chemistry, geophysical sciences, physical sciences, or physics."
ASTR 18200,"Any two-course 10000-level general education sequence in chemistry, geophysical sciences, physical sciences, or physics."
ASTR 18300,"Any two-course 10000-level general education sequence in chemistry, geophysical sciences, physical sciences, or physics."
ASTR 20000,"Any 10000-level general education sequence in chemistry, geophysical sciences, physical sciences, or physics."
ASTR 21300,Consent of instructor required; knowledge of physical chemistry recommended
ASTR 23000,Third- or fourth-year standing
ASTR 24100,PHYS 23400 or consent of instructor.
ASTR 24200,ASTR 24100 or consent of instructor.
ASTR 28200,"ASTR 24100 and 24200, or consent of instructor."
ASTR 29700,Third- or fourth-year standing and consent of instructor and departmental counselor.
PHSC 11900,MATH 10500 or placement in MATH 13100 or higher.
PHSC 12000,PHSC 11900 or consent of instructor
PHYS 29100,Open to students who are majoring in Physics with fourth-year standing and consent of instructor.
PHYS 29200,PHYS 29100
PHYS 29300,PHYS 29200
BPRO 21500,Third- or fourth-year standing
BPRO 22200,Third- or fourth-year standing
BPRO 22300,Third- or fourth-year standing. Completion of the general education requirement in civilization studies through a College-sponsored study abroad program. 
BPRO 22400,"Third- or fourth-year standing; completion of a study abroad program (University of Chicago program, other institution’s program, or self-structured program)."
BPRO 22600,Third- or fourth-year standing
BPRO 22610,Third- or fourth-year standing
BPRO 22800,Third- or fourth-year standing. This course does not meet requirements for the biological sciences major.
BPRO 23000,Third- or fourth-year standing
BPRO 23400,Third- or fourth-year standing
BPRO 23500,Third- or fourth-year standing
BPRO 23600,Third- or fourth-year standing
BPRO 23760,Third- or fourth-year standing
BPRO 23800,Third- or fourth-year standing
BPRO 23900,Third- or fourth-year standing or consent of instructor required; core background in evolution and genetics strongly recommended.
BPRO 24000,Third- or fourth-year standing
BPRO 24100,Third- or fourth-year standing
BPRO 24150,Third- or fourth-year standing
BPRO 24160,Third- or fourth-year standing
BPRO 24200,"Third- or fourth-year standing, and BIOS 20180s or 20190s"
BPRO 24300,Third- or fourth-year standing
BPRO 24400,Third- or fourth-year standing
BPRO 24500,Third- or fourth-year standing
BPRO 24600,Third- or fourth-year standing
BPRO 24700,Third- or fourth-year standing
BPRO 24800,Third- or fourth-year standing
BPRO 24900,Third- or fourth-year standing
BPRO 25000,Third- or fourth-year standing required; knowledge of Japanese not required. 
BPRO 25100,Third- or fourth-year standing
BPRO 25200,Third- or fourth-year standing
BPRO 25300,Third- or fourth-year standing
BPRO 26050,Third- or fourth-year standing
BPRO 26101,Third- or fourth-year standing
BPRO 26400,Third- or fourth-year standing
BPRO 26500,"Third- or fourth-year standing. Previous experience in an arts studio or creative writing course recommended, but not required."
BPRO 26600,Third- or fourth-year standing
BPRO 26700,Third- or fourth-year standing
BPRO 27000,Third- or fourth-year standing
BPRO 27600,Third- or fourth-year standing
BPRO 28000,Third- or fourth-year standing
BPRO 28100,Third- or fourth-year standing
BPRO 28500,Third- or fourth-year standing
BPRO 28600,Third- or fourth-year standing. This course does not meet requirements for the biological sciences major.
BPRO 29000,Third- or fourth-year standing. For ECON 26800: ECON 26500 and consent of instructor.
BPRO 29100,Third- or fourth-year standing
BIOS 10130,!NONE
BIOS 10450,"This course is equivalent to BIOS 10130.  NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 10451,"BIOS 10450. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 10500,"This course is equivalent to BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 10501,"BIOS 10500. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 10602,"MATH 13300/15300/16300 or equivalent placement This course is equivalent to BIOS 10130.  NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 10603,"BIOS 10602. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 11119,"PQ: BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 11125,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 11128,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 11129,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 11140,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 12107,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 12114,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 12115,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 12116,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 12117,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 12118,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13107,"NTSC 10300 or BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13111,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13112,"Consent of instructor. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13115,"PQ: BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13123,"For students in the NTSC sequence: MATH 10500, or placement into MATH 13100 or higher; NTSC 10200. For students in the BIOS sequence: MATH 10500, or placement into MATH 13100 or higher; BIOS 10130; No Biological Sciences majors except by petition to the BSCD Senior Advisers."
BIOS 13125,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13126,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13128,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13131,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 13140,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 14112,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 14114,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 15106,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 15115,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 15119,"BIOS 10130. NO BIOLOGICAL SCIENCES MAJORS, except by petition."
BIOS 20150,CHEM 10100-10200 or CHEM 11100-11200 or CHEM 12100-12200
BIOS 20151,Two quarters of calculus of any sequence (MATH 13200 or 15200 or 16200) AND CHEM 10100-10200 or CHEM 11100-11200 or CHEM 12100-12200. First-year Biology Major standing only.
BIOS 20152,MATH placement of 15200 or higher OR completion of MATH 16200 AND CHEM 10100-10200 or CHEM 11100-11200 or CHEM 12100-12200. First-year Biology Major standing only.
BIOS 20170,First or second-year standing
BIOS 20171,BIOS 20170
BIOS 20172,BIOS 20170
BIOS 20173,"BIOS 20170, BIOS 20171, BIOS 20172, BIOS 20175"
BIOS 20175,"BIOS 20170, BIOS 20171, BIOS 20172"
BIOS 20186,"BIOS 20150 and BIOS 20151. Second year standing or above.  An average grade of C or higher in, and completion of, CHEM 10100-10200-10300 or CHEM 11100-11200-11300 or CHEM 12100-12200-12300, a 5 on the AP Chemistry exam, or consent of the department."
BIOS 20187,BIOS 20186
BIOS 20188,BIOS 20187
BIOS 20189,BIOS 20187BB
BIOS 20190,BIOS 20186AA-BIOS 20187AA
BIOS 20191,BIOS 20189.  This course is intended for students in the Fundamentals Sequence BB track only.  Credit cannot be earned for both BIOS 20188 and BIOS 20191
BIOS 20196,"BIOS 20150, BIOS 20151 or BIOS 20152"
BIOS 20197,BIOS 20150 and BIOS 20151 or BIOS 20152
BIOS 20198,BIOS 20150 except for Geophysical Sciences majors
BIOS 20234,Score of 4 or 5 on the AP biology test
BIOS 20235,A grade of B- or above in BIOS 20234
BIOS 20236,BIOS 20234 and BIOS 20235 with a minimum grade of B- in each course.
BIOS 20242,BIOS 20236 or BIOS 20189 or consent of instructor
BIOS 20200,Completion of a Biological Sciences fundamentals sequence with an average grade of C and CHEM 22000-22100/23100 with an average grade of C.
BIOS 21206,"Second-year standing; BIOS 20182, 20192, BIOS 20187, or BIOS 20235"
BIOS 21207,BIOS 20200 or equivalent
BIOS 21208,For College students:  Basic knowledge of genetics and biochemistry
BIOS 21216,!NONE
BIOS 21229,BIOS 20182 or 20192 or 20187
BIOS 21236,BIOS 20182 or 20192 or 20187
BIOS 21237,"For undergraduates only:  BIOS 20182, 20192, 20187, or 20235"
BIOS 21249,Completion of a Biological Sciences Fundamentals sequence.  Recommended for AP5 students
BIOS 21306,"Completion of Biological Sciences Fundamentals Sequence, or consent of instructor"
BIOS 21317,BIOS 20200
BIOS 21328,Consent of instructor
BIOS 21338,"A Fundamentals Sequence (BIOS 20180s or 20190s, or AP 5 sequence)"
BIOS 21346,BIOS 20200
BIOS 21349,Completion of a Biological Sciences Fundamentals sequence. Biochemistry strongly recommended. 
BIOS 21356,"For College students:  BIOS 20180s or 20190, or AP 5 sequence"
BIOS 21357,"BIOS 20180s or 20190s, AP 5 sequence, or consent of instructor"
BIOS 21358,"BIOS 20200 and Bios 26210-26211, or consent from instructor"
BIOS 21407,For College students:  One year of calculus
BIOS 21409,"BIOS 20234 or BIOS 20186 and BIOS 20200, or consent of instructor. Second, third, or fourth-year standing."
BIOS 21410,"BIOS 20182, 20192, 20187 or 20235.  Third or fourth-year standing."
BIOS 21415,BIOS 20186 and BIOS 20187
BIOS 21416,For undergraduates only: completion of a biological sciences fundamentals sequence
BIOS 21417,BIOS 20186 and BIOS 20187
BIOS 22226,"BIOS 20183, 20187, 20189, 20193, 20194, 20235, or 20242"
BIOS 22233,Fundamentals or AP 5 sequence
BIOS 22236,Biological Sciences Fundamentals or AP 5 sequence
BIOS 22242,Completion of the general education requirement for the biological sciences
BIOS 22243,Completion of the general education requirement in the biological sciences
BIOS 22244,Completion of the general education requirement in the biological sciences or consent of instructor
BIOS 22247,BIOS 20200
BIOS 22249,BIOS 22247
BIOS 22250,Biological Sciences Fundamentals sequence.  Recommended for AP5 students.
BIOS 22260,consent of instructor
BIOS 22306,Advanced undergraduates may enroll with the consent of the instructor.
BIOS 23100,"Consent of instructor and a prior course in general science, preferably geology or biology"
BIOS 23232,"Completion of the general education requirement in the biological sciences, BIOS 20185, or BIOS 20197, or consent of instructor"
BIOS 23233,BIOS 20185 or BIOS 20197 and consent of instructor
BIOS 23247,!NONE
BIOS 23248,Completion of the general education requirement in the biological sciences
BIOS 23249,Completion of the general education requirement in the biological sciences
BIOS 23252,Consent of instructor
BIOS 23253,!NONE
BIOS 23254,"Completion of the general education requirement in the biological sciences and third-year standing; or BIOS 20184 or 20185, or 20187"
BIOS 23258,"Two quarters of biology and calculus, or consent of instructor"
BIOS 23261,"GEOS 13100 and 13200, or equivalent. Students majoring in biological sciences only; Completion of the general education requirement in the biological sciences, or consent of instructor."
BIOS 23262,"Second-year standing and completion of a Biological Sciences Fundamentals sequence; or GEOS 13100-13200 or GEOS 22300, or consent of instructors. "
BIOS 23266,"BIOS 20184 or 20185, 20197 or 20198, or AP 5 sequence, or consent of instructor"
BIOS 23281,Consent of instructor
BIOS 23286,"BIOS 20182, 20187 or 20192"
BIOS 23289,Prior introductory course in ecology or consent of instructor
BIOS 23299,For undergraduates only:  Completion of the general education requirement in the biological sciences
BIOS 23404,Completion of the general education requirement in the biological sciences or consent of instructor
BIOS 23406,"Completion of the general education requirement in the biological sciences and a course in either ecology, evolution, or earth history; or consent of instructor"
BIOS 23409,Integral calculus and some background in biology
BIOS 23410,BIOS 20187
BIOS 23411,One quarter of calculus and completion of a Biological Sciences Fundamentals sequence.
BIOS 24203,A Fundamentals Sequence (BIOS 20180s or 20190s) or AP 5 sequence
BIOS 24204,BIOS 24203
BIOS 24205,BIOS 24204 or consent of instructor
BIOS 24206,BIOS 24205 or consent of instructor.
BIOS 24208,Consent of instructor
BIOS 24209,BIOS 20236 or consent of instructor
BIOS 24217,CHEM 2200-22100-22200 or BIOS 20200 required; prior course in neurobiology or physiology recommended.
BIOS 24218,"BIOS 20200 and 24204, or consent of instructor"
BIOS 24231," BIOS 26210 and BIOS 26211 which must be taken concurrently, or consent of instructor."
BIOS 24232,"BIOS 26210, a course in systems neuroscience, and knowlege using Matlab, or consent of instructor."
BIOS 24239,Completion of a Biological Sciences Fundamentals sequence.
BIOS 24246,NURB 31800 or BIOS 24203
BIOS 24247,BIOS 24246
BIOS 24408,"BIOS 26210 and 26211, or consent of instructor."
BIOS 25108,Completion of the general education requirement for the biological sciences
BIOS 25109,"Completion of a Biological Sciences fundamentals sequence and Biochemistry, or consent of Instructor."
BIOS 25126,"BIOS 20186 or 20234, or consent of instructor"
BIOS 25129,!NONE
BIOS 25206,"BIOS 20186 or 20234, or consent of instructor"
BIOS 25216,Completion of the general education requirement in the biological sciences
BIOS 25226,BIOS 20200
BIOS 25227,A Fundamentals Sequence. 
BIOS 25228,"A Fundamentals Sequence (BIOS 20180s or 20190s, or AP 5 sequence)"
BIOS 25256,"Completion of a Biological Sceinces Fundamentals Sequence which includes, Cell, Genetics, Developmental Biology, and Physiology"
BIOS 25258,Consent of instructor
BIOS 25260,BIOS 25206 and BIOS 25256
BIOS 25266,"BIOS 20200 or 25256, or consent of instructor"
BIOS 25287,Completion of the general education requirement in the biological sciences and third- or fourth-year standing
BIOS 25308,A grade of B or better in BIOS 25108
BIOS 25309,B average or above in a Biological Sciences Fundamentals Sequence.
BIOS 25310,BIOS 20186 and 20187 and consent of Instructor.
BIOS 25320,Completion of a Biological Sciences Fundamentals Sequence.
BIOS 25407,BIOS 25256
BIOS 25419,HSTD 30700 or HSTD 30900 or introductory epidemiology or consent of instructor
BIOS 26120,Completion of a Biological Sciences Fundamentals sequence or BIOS 20172 or consent of Instructor.  No computation background required.
BIOS 26210,BIOS 20151 or BIOS 20152 or consent of the instructor
BIOS 26211,BIOS 26210 Equivalent 
BIOS 27700,Two quarters of Biology.
BIOS 28407,STAT 23400 or Statistics in the Biomath Sequence
BIOS 02280,Third- or fourth-year standing. This course does not meet requirements for the biological sciences major.
BIOS 02490,Third- or fourth-year standing
BIOS 29100,Consent of instructor. This course does not meet the requirements for the Biological Sciences Major.
BIOS 29270,This course does not meet the requirements for the Biological Sciences Major.
BIOS 29279,This course does not meet the requirements for the Biological Sciences major.
BIOS 29280,Consent of instructor. This course does not meet the requirements for the Biological Sciences Major.
BIOS 29286,Third- or fourth-year standing or consent of instructor required; core background in genetics and evolution strongly recommended. This course does not meet the requirements for the Biological Sciences Major.
BIOS 29294,This course does not meet requirements for the biological sciences major
BIOS 29300,Some background in biology and psychology.  This course does not meet requirements for the biological sciences major. 
BIOS 29313,Third- or fourth-year standing
BIOS 29317,This course does not meet requirements for the biological sciences major. 
BIOS 29318,Introductory statistics recommended or Consent of Instructor.  This course does not meet requirements for the biological sciences major. 
BIOS 29319,Consent of instructor.  This course does not meet requirements for the biological sciences major. 
BIOS 29321,Third- and fourth-year students only. This course does not meet requirements for the biological sciences major.
BIOS 29323,Third- or fourth-year standing. This course does not meet requirements for the biological sciences major.
BIOS 29324,Third- or fourth-year standing.  This course does not meet requirements for the biological sciences major.
BIOS 29326,PHYS 23500.  This course does not meet requirements for the biological sciences major.
BIOS 00199,Consent of research sponsor and The Master of BSCD.
BIOS 00206,Consent of faculty sponsor
BIOS 00289,Consent of Instructor
BIOS 00290,Consent of Instructor
BIOS 00291,Consent of Instructor
BIOS 00292,Consent of Instructor
BIOS 00295,Consent of Instructor
BIOS 00296,Consent Only. Acceptance in BSCD Honors Research Program.
BIOS 00299,Fourth-year standing and consent of research sponsor and Master of BSCD.
CHEM 00111,Corequisite: Concurrent enrollment in CHEM 11100
CHEM 00112,Corequisite: Concurrent enrollment in CHEM 11200
CHEM 00113,Corequisite: Concurrent enrollment in CHEM 11300
CHEM 00220,Corequisite: Concurrent enrollment in CHEM 22000
CHEM 00221,Corequisite: Concurrent enrollment in CHEM 22100
CHEM 00222,Corequisite: Concurrent enrollment in CHEM 22200
CHEM 10100,Enrollment limited to first-year students
CHEM 10200,Enrollment limited to first-year students
CHEM 11300,Good performance on the mathematics/calculus and chemistry placement tests
CHEM 11100,Good performance on the mathematics/calculus and chemistry placement tests
CHEM 11200,Good performance on the mathematics/calculus and chemistry placement tests
CHEM 11300,Good performance on the mathematics/calculus and chemistry placement tests
CHEM 12100,Good performance on the chemistry placement test or a score of 5 on the AP chemistry test
CHEM 12200,Good performance on the chemistry placement test or a score of 5 on the AP chemistry test
CHEM 12300,Good performance on the chemistry placement test or a score of 5 on the AP chemistry test
CHEM 20100,"CHEM 11100-11200-11300 or equivalent, CHEM 22000 and CHEM 22100, or concurrent enrollment in CHEM 22100 or equivalent."
CHEM 20200,CHEM 20100 and CHEM 22200
CHEM 22000,"An average grade of C or higher in CHEM 10100-10200-10300 or CHEM 11100-11200-11300 or CHEM 12100-12200-12300, a 5 on the AP Chemistry exam, or consent of the department"
CHEM 22100,"An average grade of C or higher in CHEM 10100-10200-10300 or CHEM 11100-11200-11300 or CHEM 12100-12200-12300, a 5 on the AP Chemistry exam, or consent of the department"
CHEM 22200,"An average grade of C or higher in CHEM 10100-10200-10300 or CHEM 11100-11200-11300 or CHEM 12100-12200-12300, a 5 on the AP Chemistry exam, or consent of the department"
CHEM 22700,"CHEM 20100 and 23300, or consent of instructor"
CHEM 23000,"An average grade of B+ or higher in CHEM 11100-11200-11300 or equivalent, a 5 on the AP Chemistry exam, or consent of the department, and/or via placement exam. "
CHEM 23100,"An average grade of B+ or higher in CHEM 11100-11200-11300 or equivalent, a 5 on the AP Chemistry exam, or consent of the department, and/or via placement exam. "
CHEM 23200,"An average grade of B+ or higher in CHEM 11100-11200-11300 or equivalent, a 5 on the AP Chemistry exam, or consent of the department, and/or via placement exam.  Students who have taken CHEM 22000 or 22100 with an average grade of B+ or higher may petition the department to move into the Honors sequence. Most medical schools require a full academic year of organic chemistry.  A lab is one afternoon a week in addition to scheduled class time each quarter."
CHEM 23300,"A grade of C or higher in CHEM 22200 or 23200, or consent of instructor"
CHEM 26100,CHEM 11300 or equivalent; MATH 20100 and PHYS 13300
CHEM 26200,CHEM 11300 or equivalent; MATH 20100 and PHYS 13300
CHEM 26300,CHEM 11300 or equivalent; MATH 20100 and PHYS 13300
CHEM 26700,CHEM 26100
CHEM 26800,"CHEM 26100-26200, or PHYS 19700 and 23400"
CHEM 29600,Consent of a faculty sponsor and/or the undergraduate counselor
CHEM 29900,Consent of a faculty sponsor and the undergraduate counselor
CHEM 30100,CHEM 20100 and CHEM 26100
CHEM 30200,CHEM 30100
CHEM 30400,CHEM 20100
CHEM 30500,"CHEM 20200 and 26300, or consent of instructor"
CHEM 30600,CHEM 20100
CHEM 30900,CHEM 20200 and 22200/23200
CHEM 31100,CHEM 20200 and 22200/23200
CHEM 32100,"CHEM 22200/23200 and 26200, or consent of instructor"
CHEM 32200,CHEM 22200/23200 or consent of instructor
CHEM 32300,CHEM 22200/23200 or consent of instructor
CHEM 32400,CHEM 32100
CHEM 32500,!NONE
CHEM 32900,CHEM 22200/23200 and 26300
CHEM 33000,"CHEM 22200/23200 and MATH 20100, or consent of instructor"
CHEM 33100,CHEM 23300
CHEM 33200,Basic knowledge of organic chemistry and biochemistry
CHEM 33300,Basic knowledge of organic chemistry and biochemistry
CHEM 33400,!NONE
CHEM 36100,CHEM 26300
CHEM 36200,CHEM 36100
CHEM 36300,CHEM 26100-26200
CHEM 36400,CHEM 36300 or equivalent
CHEM 36500,CHEM 36100 required; 36300 recommended
CHEM 36800,"CHEM 26100-26200, or PHYS 19700 and 23400"
CHEM 36900,!NONE
CHEM 37100,!NONE
CHEM 37200,CHEM 36400 or equivalent
CHEM 38700,!NONE
CHEM 51100,!NONE
ANTH 21201,!NONE
ARTH 17400,!NONE
ARTV 23930,!NONE
BPRO 21500,Third- or fourth-year standing
CMST 21801,!NONE
ECON 26600,ECON 20100
ECON 28100,ECON 20100
ENGL 22800,!NONE
ENGL 25952,!NONE
ENGL 25953,!NONE
ENST 27300,!NONE
GEOG 23500,!NONE
GEOG 26100,!NONE
HIST 27705,!NONE
HIST 29613,Priority registratiion for third-year history majors
PBPL 25405,2nd year standing required; attendance on the first day of class is required
PBPL 28501,!NONE
SOSC 25501,!NONE
SOSC 25502,!NONE
SOSC 25503,!NONE
SOCI 20142,!NONE
SOCI 20215,!NONE
TAPS 24500,!NONE
CMST 10100,!NONE
CMST 10300,!NONE
CMST 14503,!NONE
CMST 21020,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 21801,!NONE
CMST 21810,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 23202,!NONE
CMST 23404,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 23904,CMST 23930; CMST 23931; departmental approval of senior creative thesis project.
CMST 23905,CMST 23930; CMST 23931 or 27600; departmental approval of senior creative thesis project. 
CMST 23930,Prior or concurrent enrollment in CMST 10100 is strongly recommended.
CMST 23931,CMST 23930/ARTV 23930
CMST 24106,!NONE
CMST 24204,!NONE
CMST 24400,!NONE
CMST 24612,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 24620,!NONE
CMST 24914,!NONE
CMST 25204,!NONE
CMST 25215,!NONE
CMST 25521,Knowledge of an East European or Central European Slavic language
CMST 26302,!NONE
CMST 26404,!NONE
CMST 26610,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 26810,!NONE
CMST 27210,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 27220,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 27230,"CMST 10100, ARTH 20000, ENGL 10800, ARTV 25300, or consent of instructor."
CMST 27600,"ARTV 10100, 10200, or 10300"
CMST 27810,!NONE
CMST 28005,"ARTV 10100, 10200 or 10300"
CMST 28100,!NONE
CMST 28500,Prior or concurrent registration in CMST 10100 required. Required of students majoring in Cinema and Media Studies.
CMST 28600,Prior or concurrent registration in CMST 10100 required. Required of students majoring in Cinema and Media Studies.
CMST 28801,"ARTV 10100, 10200, or 10300"
CMST 28903,"ARTV 10100, 10200 or 10300"
CMST 29004,"Prior coursework and/or experience with a camera-based practice (photography, film, video, 3D modelling) is required. Admission to this course is by application and with consent of the instructors. Please contact Sophia Rhee sophiar@uchicago.edu to apply for consent."
CMST 29700,Consent of faculty adviser and Director of Undergraduate Studies
CMST 29800,CMST 10100. Required of students majoring in Cinema and Media Studies. 
